stud_no,stud_name,stud_age,stud_degree_program
2017-01674,Elwira Jonke,37,BSEE
2017-44143,Yovonnda Massimi,33,BSCHE
2015-67110,Hilario Pike,36,BSEE
2017-96402,Henrietta Keeting,31,BSABE
2014-95714,Hyacinthie Van Velde,18,BSABE
2017-02881,Sanson Ogden,32,BSABE
2007-74015,Ginger Alexsandrovich,25,BSIE
2003-76859,Lauretta Leonida,19,BSABE
2017-72232,Estrellita Alvar,21,BSABE
2017-77331,Gui Drinkhall,38,BSABT
2017-96784,Mallory Rye,17,BSABE
2005-59853,Alexine Winfrey,32,BSCE
2015-99091,Ede Auger,36,BSCHE
2015-52515,Ami Marginson,14,BSEE
2015-98921,Frederich Fleischmann,20,BSABE
2017-26676,Darby Dargan,34,BSEE
2007-96890,Diego Hakking,35,BSABE
2005-81672,Happy Tolputt,31,BSEE
2004-54002,Elsa Diss,15,BSEE
2007-30380,Fancie Pepperd,30,BSABE
2006-38904,Byram Golsworthy,28,BSABE
2010-96356,Russell Row,32,BSEE
2007-45087,Hiram Braybrooke,38,BSABE
2014-99601,Malvin Chancelier,26,BSEE
2015-56664,Teresita Suerz,28,BSABE
2007-31830,Giusto L'Homme,39,BSCHE
2014-23973,Marga Oleksinski,39,BSABE
2017-90034,Kort Huison,16,BSIE
2007-90959,Phylis Everington,30,BSABE
2017-42408,Jolynn Wallworth,17,BSIE
2007-77591,Raff Farnsworth,34,BSEE
2006-78248,Yancey Picker,20,BSEE
2004-48913,Jilly Sangster,27,BSCHE
2013-38190,Bernie Adolphine,30,BSABE
2007-15280,Adoree Ludy,28,BSABE
2003-34728,Melessa Batteson,16,BSABE
2002-57262,Allyn Laurenzi,36,BSEE
2007-83454,Marquita Lindgren,33,BSABT
2017-51906,Tisha Allibone,29,BSABE
2006-26768,Vernor Jonas,17,BSCHE
2017-43230,Philomena Kobieriecki,23,BSABE
2014-31456,Dunstan Everingham,35,BSEE
2017-24615,Goran Matczak,21,BSEE
2007-11674,Carla Stilgoe,39,BSIE
2007-26404,Cully Frackiewicz,22,BSABE
2015-29989,Aland Ibbitson,24,BSIE
2016-33619,Delmer Baythrop,14,BSABE
2017-88711,Alejandra Sayer,25,BSABE
2007-42607,Pyotr Binner,23,BSABE
2005-67209,Chrisy Bolin,26,BSABT
2017-70613,Lawton Wernher,27,BSEE
2007-66304,Minor Futter,28,BSCE
2006-79093,Fields Skurray,34,BSEE
2017-80689,Paige Maddyson,15,BSABE
2017-11614,Arleyne Dymocke,29,BSABE
2007-78803,Jessie Hansel,22,BSEE
2002-46289,Carita Esch,40,BSABE
2007-55067,Carri Bussons,39,BSABE
2016-11145,Patton Burstow,28,BSABE
2007-50356,Florina Addington,30,BSCE
2007-21132,Beverley Cowley,30,BSABT
2007-58291,Caz Clutheram,35,BSABE
2006-17453,Keene Kennington,19,BSABE
2017-35122,Llywellyn Boldt,25,BSABE
2006-95736,Conant Wootton,27,BSEE
2017-84316,Clark Du Barry,24,BSABE
2005-26494,Grayce Iacovides,22,BSABE
2016-53656,Rahel Willshear,25,BSCHE
2017-56245,Ebba Corah,30,BSCHE
2017-23808,Selig Seavers,35,BSEE
2016-84173,Joshuah Arpe,34,BSABE
2017-17853,Estele Crock,31,BSABE
2017-31457,Xena McGhie,39,BSCE
2007-53830,Melanie Catmull,17,BSIE
2006-13440,Claudina Hourihan,23,BSEE
2014-58614,Claudelle Eveleigh,21,BSEE
2015-52985,Merline McKerlie,22,BSCE
2006-33501,Tanitansy Lukash,31,BSCE
2016-54221,Fayth Clows,28,BSABE
2016-16020,Geralda O'Dougherty,36,BSABE
2007-52037,Estrella Sterrie,18,BSCHE
2017-57398,Alys Casotti,23,BSABE
2017-20637,Ruth Aylen,37,BSABE
2006-36174,Conant Jarman,20,BSCHE
2007-09879,Olive Hucke,28,BSABE
2016-85020,Sarene Sangwine,28,BSABE
2005-71714,Kile Piddlehinton,23,BSEE
2016-40681,Abbe Georges,23,BSABE
2016-27518,Melanie Leamon,27,BSIE
2017-06003,Axel Meus,24,BSABE
2017-04454,Melodie Spellard,28,BSEE
2014-80480,Adria Sacker,18,BSABE
2015-79763,Rey Kepling,24,BSABE
2007-37409,Kendal Steadman,34,BSCHE
2007-14070,Lefty Chimenti,28,BSABE
2017-31876,Rudie Janovsky,19,BSABE
2013-10153,Nancy Fleet,29,BSEE
2017-88311,Charmian Dransfield,15,BSCHE
2017-71513,Ulberto Caesman,39,BSIE
2016-57657,Inesita Richings,18,BSEE
2016-79323,Cosme Stockhill,40,BSABE
2000-89455,Mariquilla Castellone,35,BSABE
2006-47686,Dell Klaessen,38,BSABE
2017-45763,Haily Kos,32,BSIE
2007-92189,Yoshiko Esseby,31,BSABE
2016-63231,Chantalle D'Alesio,19,BSABE
2007-91538,Doralia Caruth,28,BSCHE
2005-75446,Jonie Marciskewski,38,BSIE
2016-03564,See Gonzalo,17,BSABE
2007-79190,Giulia Sibbet,29,BSABE
2016-83293,Jocelin Hallsworth,24,BSABE
2007-00971,Melony Josskowitz,23,BSCHE
2007-57875,Min McDuffy,20,BSABE
2004-21370,Linnet Deetch,26,BSIE
2006-02966,Cherri Skeath,40,BSEE
2016-00262,Barbara Poge,19,BSABE
2017-62121,Jodi Kleimt,34,BSIE
2007-69546,Tate Truwert,17,BSABE
2007-55937,Adrianna Bowry,27,BSEE
2017-04382,Em Cutforth,35,BSEE
2006-86978,Ellyn Layhe,33,BSABE
2017-33064,Linus Rookledge,36,BSEE
2005-79034,Corrinne Olsen,14,BSABE
2006-26791,Lucho Batthew,26,BSABE
2015-95343,Lamond Strutley,16,BSABT
2005-21629,Tomaso Atcock,29,BSABE
2017-45321,Norma Goodswen,35,BSIE
2016-83248,Natty Powdrell,37,BSCHE
2006-95608,Brennen Bottrell,32,BSEE
2006-97041,Emily Stapele,35,BSCHE
2006-40853,Krystyna Woolston,39,BSABE
2007-29865,Sybille Threadgould,29,BSEE
2015-06628,Dru Gravie,27,BSABE
2006-83402,Daffy Burchard,36,BSABE
2007-57905,Miltie Veltmann,16,BSEE
2007-99228,Avram Jann,18,BSABE
2017-95411,Colline Bunney,30,BSABE
2017-97645,Pen Freire,23,BSABE
2007-71410,Lucina Brehault,24,BSABE
2017-71369,Devy Ruddoch,28,BSEE
2017-33340,Tiebold Feacham,22,BSCHE
2016-65477,Robinett Hazlewood,39,BSABE
2015-66348,Talbot Vedekhin,32,BSABE
2007-95360,Candi Draisey,39,BSABE
2006-01138,Sibeal Hargreves,16,BSCE
2006-35286,Murdock Camerello,19,BSABT
2006-33209,Pattin Frobisher,20,BSABE
2017-31006,Noell Winwood,27,BSABE
2006-82377,Datha Cathrall,24,BSABE
2015-23110,Cathe Fillis,29,BSEE
2017-50466,Abbe Bashford,36,BSFT
2005-26869,Sim Yea,17,BSABE
2017-10168,Jordanna Huller,17,BSABE
2007-15964,Jarib Chelley,30,BSABE
2007-57588,Christina Mulholland,20,BSN
2017-38389,Adan Formie,36,BSIE
2016-02763,Joice Cattermull,14,BSABE
2016-41085,Ermanno Plumb,24,BSABE
2007-30643,Emerson Scarratt,16,BSABE
2007-14902,Bunnie Sallans,18,BSABE
2002-52384,Jaime Itzkovich,28,BSABE
2016-83919,Harmonia Martin,23,BSABE
2017-83653,Piper Figgins,26,BSABE
2016-03397,Bartlett Hast,30,BSABE
2004-92843,Grazia Hambers,25,BSABE
2015-86430,Berry McGinlay,39,BSIE
2007-67047,Adolf Leckie,34,BSEE
2017-51881,Diane-marie O'Hartnett,23,BSABE
2002-86080,Xaviera Schreiner,32,BSCHE
2016-00378,Tom Preedy,28,BSEE
2015-06814,Clemmy Hambright,37,BSABE
2016-78932,Maurice Dooman,16,BSABE
2006-29579,Shae Magrannell,35,BSABE
2017-55366,Antoni Heining,31,BSCHE
2006-41599,Timothee Heinke,19,BSABE
2005-18037,Teodoor Buntine,31,BSEE
2017-19725,Vince Barlie,19,BSIE
2006-93650,Cordula Benfell,17,BSEE
2007-92877,Floris Youings,22,BSCHE
2004-47968,Boigie Hovee,17,BSABE
2006-87533,Matthias Alexandrou,17,BSCHE
2016-45247,Myrle O'Noland,20,BSABE
2017-04979,Eve Vye,35,BSABE
2006-37031,Rod Rockingham,21,BSABE
2007-16771,Sandi Northway,33,BSABE
2017-74816,Yolane Callery,17,BSABE
2016-37478,Raimund Bawden,30,BSABE
2007-64862,Dell Dightham,22,BSABE
2017-01107,Jesus Hucke,22,BSABE
2007-57916,Elise Windas,21,BSABE
2016-99663,Leif Longmaid,21,BSABE
2007-01963,Nobe Kohter,39,BSEE
2016-88367,Britney Jesse,32,BSCHE
2017-92232,Emmett Maslen,30,BSABE
2007-87472,Brina Dacca,37,BSABE
2006-69624,Shirlee Skewis,37,BSEE
2017-00599,Christiano Hutley,38,BSABE
2006-20970,Albert Rembrandt,38,BSEE
2015-56402,Ileane Ever,16,BSIE
2007-64834,Jeannette Baake,25,BSEE
2015-46108,Simone Binks,15,BSEE
2007-01257,Rene Yeandel,21,BSEE
2016-50191,Lyle Mountney,25,BSABE
2006-74414,Broderic Boundey,28,BSEE
2007-71731,Noemi Penrice,22,BSABE
2007-11258,Marion Sealove,17,BSEE
2003-58402,Gillie Murley,40,BSEE
2015-10482,Charis Cotmore,29,BSEE
2005-64897,Halley Maynell,40,BSEE
2007-05913,Georgianna Leving,33,BSABE
2007-95476,Matthus Greenshiels,24,BSABE
2007-77829,Darlene Creaven,27,BSABE
2007-61277,Madel Tredger,30,BSEE
2016-53937,Natka Timmis,37,BSABE
2014-97207,Amber Cayle,26,BSABE
2017-98769,Cathryn St Quenin,15,BSCE
2002-21520,Joyous Robertazzi,28,BSEE
2006-69803,Tamarra Schiefersten,23,BSABE
2007-74839,Dalila Phetteplace,31,BSEE
2007-33355,Gilly Longhi,25,BSEE
2017-99924,Hannah Querree,29,BSCHE
2007-32023,Heida Aloshechkin,23,BSABE
2007-85067,Robers Gladebeck,33,BSIE
2014-88305,Timothee Goodere,39,BSABE
2007-21098,Sheffield Kermon,37,BSIE
2007-33462,Mead Broadis,20,BSEE
2007-53024,Coleen Lydon,32,BSEE
2007-98573,Doyle McWhirter,40,BSABE
2007-47133,Marcela Blackmuir,34,BSEE
2017-24844,Pauly Beekman,39,BSCHE
2007-99195,Justis Sommerville,37,BSABE
2016-01508,De Kendred,22,BSABE
2007-74601,Merlina Lanceter,25,BSCHE
2007-70411,Gardy Suatt,26,BSCHE
2007-47200,Abby Blacksland,37,BSABE
2016-58260,Darya Roggerone,38,BSEE
2007-94751,Wat Elfitt,28,BSIE
2014-08571,Danella Jankiewicz,24,BSCHE
2017-02867,Tedmund Gillford,37,BSABE
2000-22676,Ingar Callen,14,BSABE
2017-45933,Harriett Commings,40,BSABE
2004-98342,Darb Vasechkin,36,BSEE
2015-66279,Nessi Akrigg,26,BSABE
2015-78875,Granville Nicholson,16,BSCHE
2017-23549,Kirby Camlin,26,BSABE
2017-85392,Valeria Blanchette,32,BSEE
2017-44885,Dana Sanford,39,BSABE
2007-78201,Lindi Tytherton,36,BSABE
2006-63036,Sandy Weben,27,BSCHE
2000-54751,Tani Taggart,14,BSCHE
2017-43751,Easter Deabill,26,BSCHE
2006-49781,Lorain Mose,28,BSCHE
2006-96747,Billy Joicey,19,BSIE
2005-04743,Ethe Belasco,17,BSABE
2007-62626,Jarvis Gueinn,24,BSABE
2017-06635,Jake Mahaffey,29,BSABE
2017-98485,Jayme Harme,31,BSEE
2017-41727,Brit Bracey,26,BSABE
2015-19036,Faustina Thornber,25,BSABE
2007-88979,Gillan Mouser,32,BSABE
2007-53332,Shell Kewzick,32,BSABE
2007-62430,Kennie MacKee,24,BSEE
2007-90153,Judith Hugland,22,BSFT
2016-15527,Kathleen Rapkins,24,BSEE
2017-75509,Whitney Sillick,34,BSIE
2017-73094,Clara Crocombe,21,BSABE
2002-58795,Philis Illingsworth,32,BSIE
2016-10675,Magdalene Leather,22,BSABE
2017-11814,Nanette Pydcock,33,BSABE
2004-98842,Zechariah Hurren,24,BSABE
2004-39955,Maritsa Ankrett,23,BSABE
2015-43800,Emile Banister,28,BSCHE
2003-42223,Aida MacNeely,17,BSEE
2005-87665,Godfrey Divell,18, BSHE
2017-84763,Carmella Brosch,21,BSEE
2005-56849,Melva Eagar,26,BSABE
2016-89707,Rosella Pickett,34,BSABE
2007-99806,Roanna Nickoles,38,BSABE
2017-20203,Jilli Butter,14,BSABE
2005-41654,Aubrey Cyseley,15,BSABE
2017-87493,Inez Lafay,39,BSEE
2017-50771,Rivalee Godrich,22,BSABE
2017-14982,Terrence Blenkinsop,18,BSABE
2017-74546,Barry Lenton,37,BSEE
2017-98206,Hyacinthe Di Iorio,23,BSABE
2007-25335,Mandie Meeson,26,BSEE
2006-31453,Rae Basson,37,BSABE
2016-43236,Brier Jancik,28,BSCHE
2007-91035,Lotty Romayn,24,BSFT
2006-04969,Wallis Egan,33,BSABE
2007-05276,Ajay Bladon,32,BSCHE
2016-73297,Isiahi Smallridge,31,BSEE
2007-17115,Alix Daltry,17,BSA
2007-15573,Waverley Itzchaki,36,BSEE
2007-28792,Natividad Stinson,28,BSEE
2013-66892,Derril Grabham,20,BSABE
2015-85989,Erina Spitaro,35,BSCHE
2007-26943,Brenna Solomonides,28,BSEE
2017-17014,Augustine Fotitt,19,BSEE
2017-94130,Crystie Livesley,27,BSABE
2004-51630,Mirna Akhurst,39,BSIE
2017-09191,Bone Ashburne,29,BSABE
2017-77023,Byran Laurentin,31,BSABE
2006-64445,Gaby Prichet,34,BSCHE
2010-93682,Lou Lindholm,38,BSABE
2016-00400,Benji Barmby,31,BSEE
2017-91437,Miner Dawltrey,31,BSABE
2015-28264,Rocky Camilleri,15,BSCHE
2007-83195,Kasper Badrock,18,BSABE
2001-37978,Hernando Brandenburg,40,BSCHE
2007-09337,Karney Hanney,39,BSABE
2017-57113,Terencio Crispin,24,BSDC
2007-96516,Karole Radley,20,BSABE
2007-25977,Gianni Schleswig-Holstein,40,BSIE
2017-21573,Bartholomew Sherborne,14,BSEE
2006-66307,Corbie Iacovaccio,19,BSABE
2005-37931,Pren Kennelly,39,BSEE
2007-80449,Abbot Boot,40,BSEE
2016-16853,Lorant Scatchard,16,BSABE
2006-50142,Katinka Klauer,25,BSEE
2015-46152,Ansel Zuan,34,BSEE
2007-10981,Zachariah Creany,26,BSABE
2017-83428,Brewer Jaukovic,39,BSIE
2007-62996,Genevra Cotton,17,BSABE
2007-94510,Valentine Franceschi,36,BSABE
2007-87962,Robinetta Shearsby,26,BSABE
2007-69788,Brook Andersson,29,BSEE
2016-43331,Nelia Redhouse,33,BSABE
2006-54759,Lief Ilieve,32,BSEE
2007-03195,Elliot Bartholomaus,40,BSABE
2015-35537,Katy Filer,29,BSEE
2017-96475,Borg Lehrer,32, BSHE
2007-11052,Jacki Dimitrov,18,BSABE
2017-91081,Eleanore Leynagh,19,BSABE
2007-01210,Sawyere Smitten,14,BSABE
2007-70386,Wilhelmina Wearden,23,BSEE
2002-87055,Sherri Chatten,39,BSABE
2011-77021,Antons MacDermot,40,BSABE
2005-60259,Lianna Clendening,30,BSABE
2007-36962,Frederigo Brower,26,BSABE
2005-22724,Chantal Penticost,30,BSEE
2011-30161,Darby Butterworth,27,BSEE
2001-97498,Adela Spurden,32,BSABE
2001-83087,Rahel Godby,17,BSABE
2012-59972,Ashlie Gerbi,40,BSEE
2001-86680,Nickie Janauschek,26,BSABE
2001-43512,Enid Worsell,32,BSEE
2001-37753,Clementius Durrant,25,BSEE
2002-46446,Mirilla Griffen,19,BSABE
2012-07029,Benedetta Dreher,19,BSEE
2012-27786,Hobie Cornehl,31,BSEE
2011-27839,Wallace Wennam,18,BSABE
2002-32416,Reinaldos Wren,17,BSEE
2001-76620,Wilona Deeman,28,BSABE
2001-40833,Shari Shemilt,35,BSEE
2007-49494,Othello Probey,16,BSEE
2002-93102,Tabor Switland,16,BSEE
2001-96406,Sheila-kathryn Connow,18,BSABE
2003-63210,Harriet Prynne,32,BSEE
2001-21477,Emmaline Spradbery,31,BSEE
2004-85271,Rivkah Simonin,36,BSEE
2001-39991,Adoree Kamienski,18,BSABE
2011-56664,Spence Heggs,18,BSABE
2011-93223,Rolph Filchakov,26,BSABE
2004-13653,Ivett Keenleyside,15,BSABE
2001-32585,Jeanelle Bernardet,31,BSEE
2003-18274,Buck Mapowder,39,BSABE
2003-15682,Berthe Spinks,26,BSABE
2001-13924,Ginger Sainte Paul,33,BSEE
2002-25813,Allix Froment,33,BSABE
2014-97501,Royal O'Dyvoy,17,BSEE
2003-16019,Rianon Robson,15,BSEE
2011-65284,Ebeneser McHaffy,25,BSABE
2004-91705,Ber Djorvic,32,BSEE
2017-87597,Thekla Whiteford,30,BSABE
2012-44167,Claudius Parkyn,24,BSEE
2002-87505,Cello Sonnenschein,18,BSEE
2011-29097,Nealon Thirlwell,19,BSEE
2001-94759,Valentine Kempton,25,BSABE
2001-41600,Charla Vannuccini,21,BSEE
2001-70511,Nye Barfford,33,BSABE
2007-23546,Roxy Jurn,29,BSEE
2002-05257,Ailyn Montier,39,BSEE
2001-65409,Niko Evequot,36,BSABE
2001-76996,Arne Doeg,20,BSABE
2001-55410,Latisha Borrill,24,BSEE
2001-14784,Ware Gaddas,35,BSABE
2012-07919,Suzie Duprey,36,BSABE
2011-81532,Elysha Bernat,35,BSEE
2001-18105,Quillan Zavattari,40,BSEE
2011-06744,Heall Bourthouloume,26,BSEE
2005-16736,Mordy Chappel,14,BSEE
2005-95052,Joelly Bartos,25,BSABE
2014-71079,Ricki Midlane,22,BSEE
2012-84138,Keith Sprackling,32,BSEE
2002-65973,Elwira Doumic,29,BSEE
2011-76611,Mattie Folbig,23,BSABE
2001-87293,Nara De Banke,21,BSEE
2016-17658,Phil Swyer,21,BSEE
2011-50467,Vivienne Grent,33,BSEE
2011-56403,Olva Coolahan,18,BSEE
2013-75985,Janetta Granville,36,BSEE
2002-48632,Aloysia Falkus,14,BSEE
2001-55836,Gherardo Christene,21,BSEE
2003-58492,Sioux Mundee,15,BSABE
2012-71627,Tyne Mulrenan,33,BSABE
2014-72009,Diane Elton,37,BSEE
2001-53828,Mandel Rugg,14,BSABE
2001-46186,Godard Praton,27,BSABE
2012-54691,Marion Oneile,25,BSABE
2001-22579,Oby Landsman,34,BSABE
2001-94416,Jamison Anfrey,31,BSEE
2001-13946,Harriett Secret,39,BSABE
2011-45699,Giacomo Haskayne,33,BSEE
2012-66742,Killy Golds,14,BSEE
2013-43730,Polly Mellody,23,BSEE
2013-22874,Lillian Bonney,28,BSABE
2002-18241,Caren Balbeck,22,BSABE
2011-53163,Miquela Menat,22,BSEE
2012-39500,Reta Teape,39,BSABE
2001-29654,Robinette Duer,30,BSEE
2001-84872,Xaviera Dinneges,28,BSABE
2001-62739,Jeanne Yesichev,29,BSEE
2003-51802,Hayyim Culwen,33,BSABE
2001-93064,Car Lett,24,BSABE
2001-79977,Lyndsey Galer,30,BSABE
2011-99473,Emmery Bilson,28,BSABE
2001-91249,Jenna McRavey,17,BSEE
2016-80169,Cherlyn Newcom,38,BSEE
2001-05226,Rhodie Ledner,17,BSEE
2011-68715,Dannye Tattersdill,20,BSEE
2011-64324,Lucine Ciccottio,39,BSABE
2001-35509,Alia McKew,39,BSEE
2001-63207,Binky Runnett,28,BSABE
2013-70534,Isidor Carous,17,BSEE
2013-98569,Anitra Roycroft,29,BSEE
2011-42355,Rick Este,34,BSEE
2001-93986,Hamnet Soitoux,24,BSEE
2002-38287,Demeter Cuerdall,30,BSEE
2011-56447,Nickolaus Ranscombe,33,BSABE
2001-43230,Nessy Pascall,37,BSABE
2013-32819,Steve Lawlor,16,BSABE
2017-80713,Elita Etteridge,37,BSEE
2002-09851,Kimberli Toma,30,BSEE
2012-36633,Angie Chesterfield,26,BSABE
2011-07754,Haydon Hankard,14,BSABE
2001-84246,Loleta Tissier,20,BSEE
2011-42597,Farley Greated,34,BSABE
2012-17689,Edouard de Grey,31,BSABE
2002-61811,Wolf Mableson,39,BSEE
2001-38541,Benjie Sea,29,BSABE
2011-34350,Hanan Lomasney,14,BSEE
2011-29238,Janetta Simnell,24,BSEE
2011-51721,Skyler Jenny,21,BSABE
2001-30154,Merwin Gribble,37,BSEE
2011-74262,Aymer Kearsley,27,BSEE
2011-54804,Augusto Loudon,34,BSEE
2011-69117,Savina Glasser,28,BSABE
2001-52899,Alexis Sodo,35,BSEE
2001-95655,Aymer Chasier,25,BSABE
2011-92072,Augie Holtaway,35,BSABE
2001-59386,Clyde Kilban,27,BSABE
2011-87280,Brander Constantinou,26,BSABE
2001-75165,Marsiella Waud,35,BSEE
2001-54639,Jana Piccop,38,BSEE
2011-53935,Therine Steffans,16,BSEE
2001-55727,Godard Giraudot,33,BSEE
2011-56676,Miran Balbeck,32,BSEE
2001-02205,Nathanil Antrag,14,BSEE
2001-88115,Vidovic Preto,25,BSABE
2011-80319,Koressa Whitsun,23,BSEE
2002-96146,Lauri Masseo,30,BSEE
2007-39224,Chrystel Fawley,33,BSEE
2002-62856,Yancey Cund,21,BSEE
2001-00884,Denni Ramm,23,BSABE
2003-65124,Anneliese Vearncomb,14,BSEE
2001-44295,Jean Rushbrooke,26,BSEE
2011-22067,Lukas Obispo,31,BSABE
2017-20792,Susi Mangon,36,BSEE
2012-11807,Andreana Saxton,33,BSEE
2003-99111,Sascha Ogelsby,34,BSABE
2001-23903,Babs Conklin,34,BSABE
2005-08753,Sharline Fewkes,28,BSEE
2011-82851,Cthrine Ancketill,31,BSABE
2001-36792,Ignacius Darnody,25,BSEE
2011-70737,Dorena Brigge,18,BSEE
2011-59793,Andres Najera,27,BSEE
2011-50995,Ilyssa Tomasik,24,BSABE
2017-70338,Tristan de Werk,16,BSEE
2003-75524,Curr Sartain,14,BSABE
2011-56736,Zorana Murrow,14,BSEE
2004-74522,Charin Bossons,22,BSABE
2011-45567,Helena Mourgue,39,BSABE
2001-36092,Joni Eggleson,24,BSEE
2002-34238,Shane Izkovitch,28,BSABE
2001-63090,Nicolea Cocksedge,31,BSEE
2001-65950,Nicolle Quigg,14,BSEE
2001-23707,Colas Simonett,21,BSEE
2004-80880,Marshal Vials,19,BSABE
2012-88518,Lena Gostage,22,BSEE
2003-44457,Maryjo Dymocke,21,BSEE
2001-74802,Alair Sothern,35,BSEE
2011-86946,Vaughn Netting,18,BSABE
2011-55217,Eberhard Look,33,BSABE
2005-05988,Vladimir Wilshin,18,BSEE
2002-67082,Bryanty Durbann,14,BSABE
2001-13584,Ranna Kubala,22,BSEE
2012-83227,Shara Aleevy,25,BSABE
2011-05741,Erick Capitano,22,BSEE
2001-83914,Mozes Kippins,25,BSABE
2006-31417,Marius Laming,26,BSEE
2011-13871,Gran Stainer,40,BSABE
2003-54069,Delphinia Whitehorne,33,BSEE
2012-44155,Eugen Attenbarrow,15,BSABE
2012-04808,Athena Mateev,37,BSEE
2013-63206,Bjorn Rowe,25,BSABE
2001-07420,Brenn Cossom,27,BSEE
2001-40641,Luke Rae,26,BSABE
2001-49658,Had Abbati,22,BSEE
2012-06769,Garik Westcarr,33,BSABE
2012-50177,Jessey Wimpey,40,BSABE
2012-27089,Erroll Robelet,37,BSABE
2001-56282,Radcliffe Keyser,28,BSEE
2011-44902,Honor Craddy,26,BSABE
2002-27723,Druci MacKilroe,16,BSABE
2001-08927,Brigitte Iveans,27,BSEE
2002-50063,Vickie Cappell,17,BSEE
2002-19728,Geoffrey Haylett,34,BSEE
2011-30755,Torey Twiggins,16,BSEE
2002-11253,Alayne Snook,33,BSEE
2011-49091,Ange Simonite,25,BSEE
2001-21799,York Placstone,33,BSEE
2001-58724,Merola Trynor,19,BSEE
2004-90215,Cecilio Laville,29,BSEE
2011-18539,Malia Sikora,36,BSABE
2013-25807,Roderigo Wilsone,39,BSEE
2011-83119,Gabriela Cottrill,21,BSEE
2001-66515,Liv Fettes,35,BSABE
2002-30186,Bowie Feehery,16,BSEE
2011-17535,Britt Fleckness,29,BSABE
2001-69112,Fifi Lerego,14,BSABE
2017-32596,Kylie Duigenan,24,BSEE
2011-93767,Conrade Tynemouth,19,BSEE
2012-62915,Cristie Sharer,24,BSEE
2001-08914,Winnie Borris,33,BSABE
2001-91084,Julio Addams,25,BSABE
2012-04928,Lorette Critchell,34,BSEE
2011-00332,Leon Sharphurst,27,BSABE
2002-10234,Marlon Atling,27,BSEE
2013-80298,Maribelle Rzehorz,40,BSEE
2011-63759,Arabel Matfield,18,BSEE
2002-34841,Stephanus Pettett,29,BSEE
2001-70987,Georg Pales,19,BSABE
2011-88653,Yetta Philipeau,18,BSEE
2011-33452,Aurlie Dormand,19,BSEE
2011-05886,Claus Danihelka,14,BSABE
2012-10886,Karine Gibbeson,21,BSEE
2002-70450,Jillayne Van Arsdall,20,BSABE
2011-11395,Ira Bednall,15,BSABE
2011-52295,Camala Jerg,22,BSABE
2002-81027,Yvor Chittie,24,BSEE
2001-54986,Porter Iacobacci,38,BSABE
2001-51140,Daisie Cassar,29,BSEE
2011-50584,Lyn Cottam,34,BSABE
2001-48001,Derward Magnus,27,BSABE
2013-69915,Celle Toffanini,33,BSABE
2012-14755,Ichabod Sherrum,38,BSEE
2012-85389,Marsiella Fattorini,39,BSEE
2014-07846,Northrop Lemmen,40,BSABE
2011-39836,Noby Elsmere,35,BSABE
2011-41297,Cherianne Bassilashvili,19,BSABE
2001-43044,Bibbye Ruffy,14,BSABE
2012-04553,Madelin Schall,18,BSABE
2001-83701,Rem Preist,32,BSEE
2012-60151,Colin McCleod,38,BSEE
2003-55806,Ursulina Welds,35,BSABE
2011-19320,Hill Bounds,30,BSABE
2012-55910,Fremont Lorraway,27,BSEE
2011-33896,Dorey Newart,17,BSABE
2002-36545,Helyn Hitschke,38,BSABE
2001-99321,Lorettalorna Keepence,39,BSEE
2013-12602,Michel Koppelmann,24,BSABE
2011-23626,Enoch Kleinstein,35,BSABE
2011-47250,Sumner Balcon,18,BSEE
2014-59578,Curt Judd,31,BSEE
2003-00154,Roderick Coots,30,BSEE
2003-70673,Peyter Laurent,35,BSABE
2012-91418,Keri Fine,26,BSEE
2003-98805,Hedvig Vanezis,32,BSEE
2011-92745,Alane Rougier,34,BSEE
2002-17028,Gaspar Zecchinelli,30,BSEE
2011-20647,Bambi Rosenberg,37,BSEE
2014-59833,Merrile Korejs,17,BSEE
2001-68816,Joella Espino,32,BSABE
2012-13103,Arthur Whittenbury,36,BSABE
2001-91184,Denver Watton,14,BSEE
2015-65492,Loria Solesbury,39,BSABE
2001-76365,Cassandry Freschini,28,BSEE
2011-33833,Melina Corrado,31,BSABE
2001-72886,Benton Perrelle,30,BSEE
2001-17691,Kerianne Veregan,36,BSEE
2011-46204,Levin Noon,30,BSEE
2011-81104,Decca Hartright,22,BSABE
2001-50602,Dido Sperski,32,BSABE
2001-70592,Whitney Cranston,33,BSABE
2011-70721,Mellie Oughton,30,BSABE
2002-45727,Rochelle Geldert,38,BSABE
2012-69654,Logan Harwell,17,BSEE
2012-39214,Starr Antrim,34,BSABE
2012-45660,Joela Rawstron,35,BSABE
2011-47079,Ralph Skough,19,BSEE
2012-50576,Ram Prys,28,BSABE
2002-81366,Allen Swateridge,22,BSABE
2011-11351,Emerson Schoroder,17,BSABE
2013-26203,Raine Toothill,17,BSEE
2011-47572,Jemimah Cathee,23,BSABE
2012-32102,Andromache McClenaghan,23,BSABE
2012-67536,Lutero Castelyn,38,BSABE
2001-20881,Hermann Barus,24,BSEE
2014-54716,Mordecai Shires,40,BSABE
2012-30414,Dorice Kilmurray,34,BSABE
2001-92969,Gearalt Dicke,39,BSABE
2013-24807,Charity Tremoulet,31,BSEE
2001-15139,Marnie Weatherup,40,BSABE
2011-17156,Derek Crimpe,15,BSABE
2001-43927,Karie Schiementz,38,BSABE
2011-51146,Alberik Chewter,34,BSEE
